trade_id,asset,direction,entry_ts,exit_ts,entry_price,exit_price,best_tf,best_period,confidence,pvt_r,leverage,position_usd,hard_sl,exit_reason,bars_held,duration_hours,pnl_pct,pnl_usd,peak_r
375,AVAX,LONG,2024-08-21 17:00:00+00:00,2024-08-21 18:00:00+00:00,23.44,23.46348150160313,1h,61,0.9677666425704956,0.9635576009750366,5,2500.0,22.561428579092027,ADAPTIVE_TRAIL_HIT,1,1.0,0.5009,12.52,0.9683
376,ALGO,LONG,2024-08-21 17:00:00+00:00,2024-08-21 23:30:00+00:00,0.1342,0.13472518873813066,30m,132,0.976941704750061,0.9469239711761475,5,2500.0,0.1308249999124557,ADAPTIVE_TRAIL_HIT,13,6.5,1.9567,48.92,0.9771
377,AVAX,LONG,2024-08-21 18:00:00+00:00,2024-08-21 19:00:00+00:00,23.45,23.519103753076273,1h,62,0.9688927531242371,0.9651020765304565,5,2500.0,22.58035713136196,ADAPTIVE_TRAIL_HIT,1,1.0,1.4734,36.84,0.9697
378,AVAX,LONG,2024-08-21 19:00:00+00:00,2024-08-21 20:00:00+00:00,23.62,23.5732605699577,1h,63,0.9702713489532471,0.9666667580604553,5,2500.0,22.76821431040764,ADAPTIVE_TRAIL_HIT,1,1.0,-0.9894,-24.74,0.971
379,LINK,LONG,2024-08-21 20:00:00+00:00,2024-08-21 20:05:00+00:00,11.17,11.106505569676166,5m,49,0.99097740650177,0.9648420810699463,5,2500.0,11.039642853736877,ADAPTIVE_TRAIL_HIT,1,0.08,-2.8422,-71.05,0.9909
380,LINK,LONG,2024-08-21 21:00:00+00:00,2024-08-21 21:05:00+00:00,11.28,11.320319559349025,5m,61,0.9885068535804749,0.9502802491188049,5,2500.0,11.072857151478528,ADAPTIVE_TRAIL_HIT,1,0.08,1.7872,44.68,0.9884
381,LINK,LONG,2024-08-21 22:00:00+00:00,2024-08-21 22:05:00+00:00,11.28,11.403593094753372,5m,87,0.9838232398033142,0.9554989337921143,5,2500.0,11.169285713434219,ADAPTIVE_TRAIL_HIT,1,0.08,5.4784,136.96,0.9828
382,THETA,LONG,2024-08-22 04:00:00+00:00,2024-08-23 11:00:00+00:00,1.258,1.3357495208293846,1h,78,0.9023507237434387,0.860957682132721,3,1500.0,1.2144285716041923,ADAPTIVE_TRAIL_HIT,31,31.0,18.5412,278.12,0.9541
383,NEAR,LONG,2024-08-22 08:00:00+00:00,2024-08-22 08:30:00+00:00,4.255,4.270640479715945,30m,67,0.9097046852111816,0.930231511592865,3,1500.0,4.187321426458657,ADAPTIVE_TRAIL_HIT,1,0.5,1.1027,16.54,0.9069
384,ICP,LONG,2024-08-22 08:00:00+00:00,2024-08-22 08:10:00+00:00,7.76,7.758763327700509,5m,62,0.9484593868255615,0.8908435702323914,3,1125.0,7.715714284442365,ADAPTIVE_TRAIL_HIT,2,0.17,-0.0478,-0.54,0.9528
385,NEAR,LONG,2024-08-22 09:00:00+00:00,2024-08-22 09:30:00+00:00,4.228,4.271551868037133,30m,69,0.905976414680481,0.9279820919036865,3,1500.0,4.162464287944138,ADAPTIVE_TRAIL_HIT,1,0.5,3.0902,46.35,0.9019
386,ICP,LONG,2024-08-22 09:00:00+00:00,2024-08-22 09:05:00+00:00,7.762,7.773457564780626,5m,72,0.9520483613014221,0.9081897735595703,5,1875.0,7.71182142932713,ADAPTIVE_TRAIL_HIT,1,0.08,0.7381,13.84,0.9508
387,NEAR,LONG,2024-08-22 10:00:00+00:00,2024-08-22 11:00:00+00:00,4.31,4.285764900978845,1h,38,0.9080427289009094,0.9015461802482605,3,1500.0,4.203214283511042,ADAPTIVE_TRAIL_HIT,1,1.0,-1.6869,-25.3,0.9143
388,ICP,LONG,2024-08-22 10:00:00+00:00,2024-08-22 10:05:00+00:00,7.791,7.789670428565241,5m,84,0.9565337896347046,0.9148135185241699,5,1875.0,7.747249999813736,ADAPTIVE_TRAIL_HIT,1,0.08,-0.0853,-1.6,0.9567
389,NEAR,LONG,2024-08-22 11:00:00+00:00,2024-08-22 11:05:00+00:00,4.305,4.3010635393923495,5m,20,0.9587792754173279,0.82453453540802,5,2500.0,4.2699999989196655,ADAPTIVE_TRAIL_HIT,1,0.08,-0.4572,-11.43,0.9603
390,ICP,LONG,2024-08-22 11:00:00+00:00,2024-08-22 13:00:00+00:00,7.946,7.868876891646904,1h,46,0.9497033953666687,0.8867941498756409,3,1125.0,7.746000004470348,ADAPTIVE_TRAIL_HIT,2,2.0,-2.9118,-32.76,0.9515
391,AVAX,LONG,2024-08-22 12:00:00+00:00,2024-08-22 13:00:00+00:00,23.7,23.930064969849234,1h,86,0.9569209218025208,0.9599252343177795,5,2500.0,23.180357132852077,ADAPTIVE_TRAIL_HIT,1,1.0,4.8537,121.34,0.9568
392,LINK,LONG,2024-08-22 12:00:00+00:00,2024-08-22 13:00:00+00:00,11.33,11.414589918624397,1h,46,0.9239295125007629,0.8962467312812805,3,1500.0,11.047857148498297,ADAPTIVE_TRAIL_HIT,1,1.0,2.2398,33.6,0.9245
393,LINK,LONG,2024-08-22 13:00:00+00:00,2024-08-22 14:00:00+00:00,11.39,11.442023732520328,1h,47,0.9263800382614136,0.9004340767860413,3,1500.0,11.09892857760191,ADAPTIVE_TRAIL_HIT,1,1.0,1.3702,20.55,0.9272
394,LINK,LONG,2024-08-22 14:00:00+00:00,2024-08-22 15:00:00+00:00,11.43,11.46883054970581,1h,48,0.9291437268257141,0.9043616652488708,3,1500.0,11.144285712689161,ADAPTIVE_TRAIL_HIT,1,1.0,1.0192,15.29,0.9298
395,ICP,LONG,2024-08-22 14:00:00+00:00,2024-08-22 18:00:00+00:00,8.065,7.981875341904908,1h,49,0.955715537071228,0.8952950835227966,5,1875.0,7.826785715818405,ADAPTIVE_TRAIL_HIT,4,4.0,-5.1534,-96.63,0.9592
396,LINK,LONG,2024-08-22 15:00:00+00:00,2024-08-22 16:00:00+00:00,11.46,11.496762947999391,1h,49,0.9316630959510803,0.9078521132469177,3,1500.0,11.16892857760191,ADAPTIVE_TRAIL_HIT,1,1.0,0.9624,14.44,0.9324
397,NEAR,LONG,2024-08-23 00:00:00+00:00,2024-08-24 05:00:00+00:00,4.384,4.759998877491571,1h,59,0.924625813961029,0.8932923078536987,3,1500.0,4.228642858952284,ADAPTIVE_TRAIL_HIT,29,29.0,25.7299,385.95,0.9393
398,HBAR,LONG,2024-08-23 00:00:00+00:00,2024-08-25 07:00:00+00:00,0.0556,0.058618214188935404,1h,175,0.8469882607460022,0.8245972990989685,1,500.0,0.05417142858672887,ADAPTIVE_TRAIL_HIT,55,55.0,5.4284,27.14,0.8738
399,SAND,LONG,2024-08-23 00:00:00+00:00,2024-08-25 01:00:00+00:00,0.2778,0.2981590296920775,1h,157,0.9510881900787354,0.8047537207603455,5,2500.0,0.2725857140796259,ADAPTIVE_TRAIL_HIT,49,49.0,36.6433,916.08,0.9547
400,DOT,LONG,2024-08-23 12:00:00+00:00,2024-08-23 14:00:00+00:00,4.751,4.719626331360612,1h,170,0.9652804732322693,0.8481572270393372,5,2500.0,4.644035711720586,ADAPTIVE_TRAIL_HIT,2,2.0,-3.3018,-82.54,0.9658
401,DOT,LONG,2024-08-23 14:00:00+00:00,2024-08-23 15:00:00+00:00,4.725,4.723939563994104,1h,172,0.9663358926773071,0.8513000011444092,5,2500.0,4.6180357117205855,ADAPTIVE_TRAIL_HIT,1,1.0,-0.1122,-2.81,0.9668
402,DOT,LONG,2024-08-23 15:00:00+00:00,2024-08-25 01:00:00+00:00,4.789,4.902490280470434,1h,173,0.9668219089508057,0.8537384867668152,5,2500.0,4.675607145890593,ADAPTIVE_TRAIL_HIT,34,34.0,11.8491,296.23,0.9671
403,AVAX,LONG,2024-08-24 08:00:00+00:00,2024-08-24 09:00:00+00:00,26.64,26.841956966084517,1h,125,0.9788824319839478,0.8994215130805969,5,2500.0,25.977500035762787,ADAPTIVE_TRAIL_HIT,1,1.0,3.7905,94.76,0.9792
404,AVAX,LONG,2024-08-24 09:00:00+00:00,2024-08-24 10:00:00+00:00,27.0,26.90648171845714,1h,126,0.9793462753295898,0.9011558294296265,5,2500.0,26.28392857313156,ADAPTIVE_TRAIL_HIT,1,1.0,-1.7318,-43.3,0.9797
405,AVAX,LONG,2024-08-24 10:00:00+00:00,2024-08-24 18:00:00+00:00,27.22,27.450206013231867,1h,127,0.9798316359519958,0.9029170870780945,5,2500.0,26.469999970197676,ADAPTIVE_TRAIL_HIT,8,8.0,4.2286,105.72,0.9807
406,ADA,LONG,2024-08-24 18:00:00+00:00,2024-08-24 20:00:00+00:00,0.3991,0.39826568937115014,1h,136,0.9811076521873474,0.9478351473808289,5,2500.0,0.39072500025704504,ADAPTIVE_TRAIL_HIT,2,2.0,-1.0452,-26.13,0.9816
407,UNI,SHORT,2024-08-27 04:00:00+00:00,2024-08-27 05:00:00+00:00,6.282,6.305655799280325,1h,69,0.9694513082504272,0.9147512316703796,5,2500.0,6.451821437448263,ADAPTIVE_TRAIL_HIT,1,1.0,-1.8828,-47.07,0.9697
408,UNI,SHORT,2024-08-27 05:00:00+00:00,2024-08-27 06:00:00+00:00,6.326,6.29511331128418,1h,70,0.9699743390083313,0.9165762662887573,5,2500.0,6.492607145220041,ADAPTIVE_TRAIL_HIT,1,1.0,2.4412,61.03,0.9708
409,UNI,SHORT,2024-08-27 07:00:00+00:00,2024-08-28 09:00:00+00:00,6.22,5.783203718346718,1h,72,0.9722805023193359,0.9216218590736389,5,2500.0,6.385357142686844,ADAPTIVE_TRAIL_HIT,26,26.0,35.1122,877.81,0.9743
410,DOT,SHORT,2024-08-27 20:00:00+00:00,2024-08-27 21:00:00+00:00,4.518,4.508894110637451,1h,80,0.9535084962844849,0.9407615065574646,5,2500.0,4.633178572013974,ADAPTIVE_TRAIL_HIT,1,1.0,1.0077,25.19,0.9529
411,DOT,SHORT,2024-08-27 21:00:00+00:00,2024-08-27 21:05:00+00:00,4.526,4.5210428614555624,5m,31,0.9604560136795044,0.8799167275428772,5,2500.0,4.554750000055879,ADAPTIVE_TRAIL_HIT,1,0.08,0.5476,13.69,0.9591
412,DOT,SHORT,2024-08-27 22:00:00+00:00,2024-08-28 09:00:00+00:00,4.359,4.398831475208402,1h,82,0.9531973600387573,0.9078410863876343,5,2500.0,4.521321422249079,ADAPTIVE_TRAIL_HIT,11,11.0,-4.5689,-114.22,0.9533
413,SOL,SHORT,2024-08-29 18:00:00+00:00,2024-08-30 00:00:00+00:00,139.72,140.6430385038264,1h,94,0.9344260692596436,0.9511424899101257,3,1500.0,143.64142862081528,ADAPTIVE_TRAIL_HIT,6,6.0,-1.9819,-29.73,0.9442
414,AVAX,SHORT,2024-08-29 20:00:00+00:00,2024-08-29 20:05:00+00:00,23.23,23.05086968302682,5m,55,0.9591102004051208,0.9729158282279968,5,2500.0,23.562142859697342,ADAPTIVE_TRAIL_HIT,1,0.08,3.8556,96.39,0.9566
415,AVAX,SHORT,2024-08-29 21:00:00+00:00,2024-08-29 21:05:00+00:00,23.17,22.93611394107003,5m,69,0.9489209055900574,0.9615795612335205,3,1500.0,23.369999995529653,ADAPTIVE_TRAIL_HIT,1,0.08,3.0283,45.42,0.9454
416,AVAX,SHORT,2024-08-29 22:00:00+00:00,2024-08-30 01:00:00+00:00,22.9,23.09689004878597,1h,106,0.9427341222763062,0.9230065941810608,3,1500.0,23.855357179045676,ADAPTIVE_TRAIL_HIT,3,3.0,-2.5793,-38.69,0.9456
417,ADA,SHORT,2024-08-30 12:00:00+00:00,2024-08-30 12:05:00+00:00,0.3516,0.35103989464636365,5m,20,0.9344779253005981,0.8956408500671387,3,1500.0,0.3550999998752028,ADAPTIVE_TRAIL_HIT,1,0.08,0.4779,7.17,0.9326
418,SOL,SHORT,2024-08-30 12:00:00+00:00,2024-08-30 13:00:00+00:00,139.92,138.54236098187877,1h,112,0.9571491479873657,0.9647891521453857,5,2500.0,143.2592858505249,ADAPTIVE_TRAIL_HIT,1,1.0,4.923,123.07,0.9565
419,NEAR,SHORT,2024-08-30 12:00:00+00:00,2024-08-30 12:10:00+00:00,4.18,4.188865492717437,5m,27,0.9787789583206177,0.9599533081054688,5,2500.0,4.217499999161809,ADAPTIVE_TRAIL_HIT,2,0.17,-1.0605,-26.51,0.9802
420,THETA,SHORT,2024-08-30 12:00:00+00:00,2024-08-30 13:00:00+00:00,1.234,1.2239676373323876,1h,148,0.9425097703933716,0.8893120288848877,3,1500.0,1.2688214292898774,ADAPTIVE_TRAIL_HIT,1,1.0,2.439,36.58,0.9426
421,ADA,SHORT,2024-08-30 13:00:00+00:00,2024-08-30 13:05:00+00:00,0.3491,0.3493104723239544,5m,36,0.9350637197494507,0.9196833372116089,3,1500.0,0.35301071429476144,ADAPTIVE_TRAIL_HIT,1,0.08,-0.1809,-2.71,0.9329
422,SOL,SHORT,2024-08-30 13:00:00+00:00,2024-08-30 14:00:00+00:00,139.81,138.2776726926887,1h,113,0.9573308229446411,0.9645785689353943,5,2500.0,143.45464282989502,ADAPTIVE_TRAIL_HIT,1,1.0,5.48,137.0,0.9576
423,NEAR,SHORT,2024-08-30 13:00:00+00:00,2024-08-30 14:00:00+00:00,4.182,4.205015550376137,1h,121,0.9462544918060303,0.9544577598571777,3,1500.0,4.32592857439816,ADAPTIVE_TRAIL_HIT,1,1.0,-1.651,-24.77,0.9468
424,ICP,SHORT,2024-08-30 13:00:00+00:00,2024-08-30 14:00:00+00:00,7.767,7.7191407672644585,1h,164,0.8969939947128296,0.9124586582183838,2,750.0,7.9614642886519436,ADAPTIVE_TRAIL_HIT,1,1.0,1.2324,9.24,0.8986
425,ADA,SHORT,2024-08-30 14:00:00+00:00,2024-08-30 18:00:00+00:00,0.3446,0.34829391811084526,1h,164,0.9091711640357971,0.9632830023765564,3,1500.0,0.35509999962560834,ADAPTIVE_TRAIL_HIT,4,4.0,-3.2158,-48.24,0.9126
426,SOL,SHORT,2024-08-30 14:00:00+00:00,2024-08-30 18:00:00+00:00,135.66,137.08132802080087,1h,114,0.9584342241287231,0.9654846787452698,5,2500.0,139.89750013113022,ADAPTIVE_TRAIL_HIT,4,4.0,-5.2386,-130.96,0.9601
427,NEAR,SHORT,2024-08-30 14:00:00+00:00,2024-08-30 22:00:00+00:00,4.028,4.127150877689967,1h,122,0.9469916224479675,0.9553651809692383,3,1500.0,4.188357151180505,ADAPTIVE_TRAIL_HIT,8,8.0,-7.3846,-110.77,0.9521
428,ICP,SHORT,2024-08-30 14:00:00+00:00,2024-08-30 23:00:00+00:00,7.528,7.642491782789872,1h,165,0.898960292339325,0.9141137003898621,2,750.0,7.758892859399318,ADAPTIVE_TRAIL_HIT,9,9.0,-3.0418,-22.81,0.9043
429,AVAX,SHORT,2024-09-01 20:00:00+00:00,2024-09-01 21:00:00+00:00,22.17,21.987533125741837,1h,200,0.9591147303581238,0.9518187642097473,5,2500.0,23.007500020861627,ADAPTIVE_TRAIL_HIT,1,1.0,4.1152,102.88,0.9591
430,AVAX,SHORT,2024-09-01 21:00:00+00:00,2024-09-01 22:00:00+00:00,21.96,21.9517293852027,1h,200,0.9591077566146851,0.9511557817459106,5,2500.0,22.802857137322427,ADAPTIVE_TRAIL_HIT,1,1.0,0.1883,4.71,0.9591
431,LINK,SHORT,2024-09-01 21:00:00+00:00,2024-09-01 22:00:00+00:00,10.62,10.602136914102198,1h,36,0.9610468745231628,0.9446811079978943,5,2500.0,10.946785705983638,ADAPTIVE_TRAIL_HIT,1,1.0,0.841,21.03,0.9279
432,ATOM,SHORT,2024-09-01 21:00:00+00:00,2024-09-01 21:30:00+00:00,4.428,4.4437497205355525,30m,94,0.9502732157707214,0.9537710547447205,5,2500.0,4.533178570374846,ADAPTIVE_TRAIL_HIT,1,0.5,-1.7784,-44.46,0.951
433,SAND,SHORT,2024-09-01 21:00:00+00:00,2024-09-02 08:00:00+00:00,0.2425,0.23774032517159946,30m,91,0.9548960328102112,0.8620768189430237,5,2500.0,0.24946428585797548,ADAPTIVE_TRAIL_HIT,22,11.0,9.8138,245.34,0.9555
434,ADA,SHORT,2024-09-01 22:00:00+00:00,2024-09-01 22:05:00+00:00,0.3361,0.33589810163134304,5m,24,0.9286257028579712,0.9525250792503357,3,1500.0,0.3382785714488942,ADAPTIVE_TRAIL_HIT,1,0.08,0.1802,2.7,0.9263
435,AVAX,SHORT,2024-09-01 22:00:00+00:00,2024-09-01 22:05:00+00:00,21.86,21.881447524038254,5m,23,0.9591239094734192,0.9620444774627686,5,2500.0,22.009999996647238,ADAPTIVE_TRAIL_HIT,1,0.08,-0.4906,-12.26,0.9525
436,LINK,SHORT,2024-09-01 22:00:00+00:00,2024-09-02 02:00:00+00:00,10.41,10.4995325176103,30m,73,0.9527292251586914,0.926356315612793,5,2500.0,10.70107142239809,ADAPTIVE_TRAIL_HIT,8,4.0,-4.3003,-107.51,0.9399
437,ADA,SHORT,2024-09-01 23:00:00+00:00,2024-09-01 23:05:00+00:00,0.33,0.330364757418304,5m,35,0.9542713165283203,0.8358439207077026,5,2500.0,0.3349107143422589,ADAPTIVE_TRAIL_HIT,1,0.08,-0.5527,-13.82,0.9548
438,AVAX,SHORT,2024-09-01 23:00:00+00:00,2024-09-02 02:00:00+00:00,21.42,21.850718172249866,1h,200,0.9590960741043091,0.9510638117790222,5,2500.0,22.334285704493524,ADAPTIVE_TRAIL_HIT,3,3.0,-10.0541,-251.35,0.9591
439,ADA,SHORT,2024-09-02 04:00:00+00:00,2024-09-02 08:30:00+00:00,0.3296,0.3306450365603562,30m,83,0.9284754991531372,0.8129531741142273,3,1500.0,0.33665357117112726,ADAPTIVE_TRAIL_HIT,9,4.5,-0.9512,-14.27,0.9368
440,TRX,SHORT,2024-09-03 09:00:00+00:00,2024-09-04 03:00:00+00:00,0.1526,0.15181905337397206,1h,118,0.9502654671669006,0.9435290694236755,5,2500.0,0.1542785714251455,ADAPTIVE_TRAIL_HIT,18,18.0,2.5588,63.97,0.9545
441,ADA,SHORT,2024-09-03 12:00:00+00:00,2024-09-03 13:00:00+00:00,0.3301,0.32939516128731416,1h,127,0.9322484135627747,0.8681114315986633,3,1500.0,0.3361000002849847,ADAPTIVE_TRAIL_HIT,1,1.0,0.6406,9.61,0.9338
442,NEAR,SHORT,2024-09-03 12:00:00+00:00,2024-09-03 13:00:00+00:00,3.935,3.8244365604412933,1h,200,0.9470967054367065,0.9453494548797607,3,1500.0,4.053214283138514,ADAPTIVE_TRAIL_HIT,1,1.0,8.4292,126.44,0.9467
443,NEAR,SHORT,2024-09-03 13:00:00+00:00,2024-09-03 14:00:00+00:00,3.845,3.820599104985308,1h,200,0.946670651435852,0.9440942406654358,3,1500.0,3.9816071403026583,ADAPTIVE_TRAIL_HIT,1,1.0,1.9038,28.56,0.9465
444,ADA,SHORT,2024-09-03 14:00:00+00:00,2024-09-04 08:00:00+00:00,0.3216,0.3223260087546286,1h,129,0.9349497556686401,0.8736615180969238,3,1500.0,0.32927857127357274,ADAPTIVE_TRAIL_HIT,18,18.0,-0.6772,-10.16,0.9365
445,NEAR,SHORT,2024-09-03 14:00:00+00:00,2024-09-03 15:00:00+00:00,3.8,3.815602489742668,1h,200,0.946496307849884,0.9431328177452087,3,1500.0,3.9425000000745056,ADAPTIVE_TRAIL_HIT,1,1.0,-1.2318,-18.48,0.9465
446,NEAR,SHORT,2024-09-03 15:00:00+00:00,2024-09-03 15:05:00+00:00,3.799,3.7817087960388847,5m,31,0.9495490193367004,0.9059966802597046,3,1500.0,3.855428569369018,ADAPTIVE_TRAIL_HIT,1,0.08,1.3655,20.48,0.9398
447,ATOM,SHORT,2024-09-03 16:00:00+00:00,2024-09-03 16:05:00+00:00,4.278,4.270647302821822,5m,45,0.9287337064743042,0.8236876130104065,3,1500.0,4.313178570542484,ADAPTIVE_TRAIL_HIT,1,0.08,0.5156,7.73,0.9289
448,ATOM,SHORT,2024-09-03 18:00:00+00:00,2024-09-03 18:40:00+00:00,4.205,4.209322928140877,5m,75,0.9494831562042236,0.8849769234657288,3,1500.0,4.231785715017468,ADAPTIVE_TRAIL_HIT,8,0.67,-0.3084,-4.63,0.9558
449,ATOM,SHORT,2024-09-03 19:00:00+00:00,2024-09-03 19:05:00+00:00,4.201,4.19966574363672,5m,87,0.9661123156547546,0.9266175031661987,5,2500.0,4.2301071436367925,ADAPTIVE_TRAIL_HIT,1,0.08,0.1588,3.97,0.9666
450,ATOM,SHORT,2024-09-03 20:00:00+00:00,2024-09-03 20:05:00+00:00,4.183,4.1828255826424865,5m,79,0.974331259727478,0.9028137922286987,5,2500.0,4.21300000026077,ADAPTIVE_TRAIL_HIT,1,0.08,0.0208,0.52,0.9742
451,THETA,SHORT,2024-09-03 20:00:00+00:00,2024-09-03 20:30:00+00:00,1.147,1.1425495358674502,30m,31,0.9181734323501587,0.8948959708213806,3,1500.0,1.173607143227011,ADAPTIVE_TRAIL_HIT,1,0.5,1.164,17.46,0.9112
452,ATOM,SHORT,2024-09-03 21:00:00+00:00,2024-09-03 21:30:00+00:00,4.161,4.146377434249265,30m,21,0.9790692925453186,0.9787116050720215,5,2500.0,4.2354642876088615,ADAPTIVE_TRAIL_HIT,1,0.5,1.7571,43.93,0.9737
453,THETA,SHORT,2024-09-03 21:00:00+00:00,2024-09-03 21:30:00+00:00,1.144,1.1412376305181977,30m,33,0.917295515537262,0.8955974578857422,3,1500.0,1.16525000115484,ADAPTIVE_TRAIL_HIT,1,0.5,0.7244,10.87,0.9081
454,ATOM,SHORT,2024-09-03 22:00:00+00:00,2024-09-03 22:05:00+00:00,4.177,4.151374285151967,5m,102,0.9764906167984009,0.9221087098121643,5,2500.0,4.198071429364383,ADAPTIVE_TRAIL_HIT,1,0.08,3.0675,76.69,0.9758
455,THETA,SHORT,2024-09-03 22:00:00+00:00,2024-09-03 23:00:00+00:00,1.143,1.136698619002873,1h,21,0.9225823879241943,0.8961206078529358,3,1500.0,1.1755000006705523,ADAPTIVE_TRAIL_HIT,1,1.0,1.6539,24.81,0.931
456,ATOM,SHORT,2024-09-03 23:00:00+00:00,2024-09-03 23:30:00+00:00,4.141,4.117590854711652,30m,27,0.9754506349563599,0.9768824577331543,5,2500.0,4.213678569704294,ADAPTIVE_TRAIL_HIT,1,0.5,2.8265,70.66,0.9763
457,THETA,SHORT,2024-09-03 23:00:00+00:00,2024-09-04 00:00:00+00:00,1.132,1.1319409677711618,1h,22,0.9326644539833069,0.9083840250968933,3,1500.0,1.1655714290849863,ADAPTIVE_TRAIL_HIT,1,1.0,0.0156,0.23,0.9401
458,ATOM,SHORT,2024-09-04 00:00:00+00:00,2024-09-04 00:30:00+00:00,4.079,4.08778313920768,30m,29,0.9799134135246277,0.9781438708305359,5,2500.0,4.157392857685685,ADAPTIVE_TRAIL_HIT,1,0.5,-1.0766,-26.92,0.9789
459,ATOM,SHORT,2024-09-04 01:00:00+00:00,2024-09-04 02:00:00+00:00,4.032,4.057158787918381,1h,21,0.9792444109916687,0.9485397338867188,5,2500.0,4.178607141941786,ADAPTIVE_TRAIL_HIT,1,1.0,-3.1199,-78.0,0.9793
460,ATOM,SHORT,2024-09-04 02:00:00+00:00,2024-09-04 03:00:00+00:00,4.066,4.043703786155553,1h,22,0.9807352423667908,0.9535839557647705,5,2500.0,4.215464281275868,ADAPTIVE_TRAIL_HIT,1,1.0,2.7418,68.54,0.9795
461,UNI,LONG,2024-09-04 15:00:00+00:00,2024-09-04 15:25:00+00:00,6.493,6.3865714270919565,5m,21,0.9062169790267944,0.8159005045890808,3,1500.0,6.3865714270919565,HARD_SL_HIT,5,0.42,-4.9174,-73.76,0.9434
462,ATOM,SHORT,2024-09-05 16:00:00+00:00,2024-09-06 10:00:00+00:00,3.899,3.9069592370979818,1h,143,0.9386988282203674,0.9088175892829895,3,1500.0,4.013642856642604,ADAPTIVE_TRAIL_HIT,18,18.0,-0.6124,-9.19,0.9456
463,LINK,SHORT,2024-09-06 14:00:00+00:00,2024-09-07 06:00:00+00:00,9.72,9.809421702751232,1h,165,0.935514509677887,0.800208330154419,3,1500.0,10.028928564190865,ADAPTIVE_TRAIL_HIT,16,16.0,-2.7599,-41.4,0.9353
464,TRX,SHORT,2024-09-06 14:00:00+00:00,2024-09-06 15:00:00+00:00,0.1487,0.1484718461965751,1h,196,0.9707026481628418,0.840456485748291,5,2500.0,0.15005714290081523,ADAPTIVE_TRAIL_HIT,1,1.0,0.7672,19.18,0.971
465,TRX,SHORT,2024-09-06 15:00:00+00:00,2024-09-06 16:00:00+00:00,0.1485,0.14840598406349048,1h,197,0.9710263609886169,0.8407660126686096,5,2500.0,0.14991071432153694,ADAPTIVE_TRAIL_HIT,1,1.0,0.3166,7.91,0.9714
466,TRX,SHORT,2024-09-06 16:00:00+00:00,2024-09-06 17:00:00+00:00,0.148,0.14834771368641692,1h,198,0.9714394211769104,0.8414081335067749,5,2500.0,0.1494464285050053,ADAPTIVE_TRAIL_HIT,1,1.0,-1.1747,-29.37,0.9718
467,ATOM,SHORT,2024-09-06 16:00:00+00:00,2024-09-07 08:00:00+00:00,3.839,3.7789815680197427,1h,167,0.9598139524459839,0.9352571368217468,5,2500.0,3.983999995827675,ADAPTIVE_TRAIL_HIT,16,16.0,7.8169,195.42,0.9615
468,HBAR,SHORT,2024-09-06 16:00:00+00:00,2024-09-06 23:00:00+00:00,0.0472,0.047154506374025365,1h,51,0.890833854675293,0.8750663995742798,2,1000.0,0.048700000071246176,ADAPTIVE_TRAIL_HIT,7,7.0,0.1928,1.93,0.8925
469,TRX,SHORT,2024-09-06 17:00:00+00:00,2024-09-06 18:00:00+00:00,0.1482,0.14827843196816384,1h,199,0.9717735648155212,0.8417991399765015,5,2500.0,0.14968214283399284,ADAPTIVE_TRAIL_HIT,1,1.0,-0.2646,-6.62,0.9722
470,TRX,SHORT,2024-09-06 18:00:00+00:00,2024-09-06 20:00:00+00:00,0.1477,0.1481264148957334,1h,200,0.9721913933753967,0.8424636125564575,5,2500.0,0.14923571425471455,ADAPTIVE_TRAIL_HIT,2,2.0,-1.4435,-36.09,0.9727
471,AVAX,LONG,2024-09-09 04:00:00+00:00,2024-09-09 05:00:00+00:00,23.36,23.386840621983836,1h,59,0.9657899737358093,0.9150685667991638,5,2500.0,22.635000020861625,ADAPTIVE_TRAIL_HIT,1,1.0,0.5745,14.36,0.9645
472,UNI,LONG,2024-09-09 04:00:00+00:00,2024-09-09 04:15:00+00:00,6.463,6.4487153248250335,5m,65,0.9313176274299622,0.9056281447410583,3,1500.0,6.420678569480777,ADAPTIVE_TRAIL_HIT,3,0.25,-0.6631,-9.95,0.9334
473,AVAX,LONG,2024-09-09 05:00:00+00:00,2024-09-09 05:30:00+00:00,23.31,23.389406066891922,30m,118,0.9666975140571594,0.8953487277030945,5,2500.0,22.7617857208848,ADAPTIVE_TRAIL_HIT,1,0.5,1.7033,42.58,0.966
474,UNI,LONG,2024-09-09 05:00:00+00:00,2024-09-09 05:05:00+00:00,6.427,6.426893965255407,5m,165,0.9284990429878235,0.8941802382469177,3,1500.0,6.382714284442365,ADAPTIVE_TRAIL_HIT,1,0.08,-0.0049,-0.07,0.9282
475,UNI,LONG,2024-09-09 06:00:00+00:00,2024-09-09 06:05:00+00:00,6.426,6.434760939652174,5m,177,0.9324643611907959,0.8981738686561584,3,1500.0,6.380642858356238,ADAPTIVE_TRAIL_HIT,1,0.08,0.409,6.14,0.9328
476,AVAX,LONG,2024-09-09 07:00:00+00:00,2024-09-09 11:00:00+00:00,23.7,23.714311158442822,1h,62,0.9690264463424683,0.9210973381996155,5,2500.0,23.017857176065444,ADAPTIVE_TRAIL_HIT,4,4.0,0.3019,7.55,0.9684
